Title,URL,Categories
"How Two Stage Tendering Works? (And When to Use it)",https://constructionfront.com/two-stage-tendering/,"Knowledge Hub, Procurement and Contract Models"
"Williams kicks off construction on NESE Project in the U.S. Northeast",https://constructionfront.com/2026-04-21-williams-breaks-ground-on-nese-project-to-expand-transco-capacity-in-the-u-s-northeast/,News
"Heelstone reaches financial close and starts construction on Alligator Creek and Murch solar projects in the U.S.",https://constructionfront.com/2026-04-22-heelstone-reaches-financial-close-and-starts-construction-on-alligator-creek-and-murch-solar-projects-in-the-u-s/,News
"How a Pre-Construction Services Contract (PCSA) Works (And When to Use It)?",https://constructionfront.com/pre-construction-services-contract/,"Knowledge Hub, Procurement and Contract Models"
"Variation Order Template",https://constructionfront.com/variation-order-template/,
"DataBank secures $2 billion financing for Red Oak data centres in Dallas",https://constructionfront.com/2026-04-23-databank-secures-2-billion-financing-for-red-oak-data-centres-in-dallas/,News
"Construction Variation & Claims Management Toolkit",https://constructionfront.com/variation-toolkit-access/,
"GenusPlus awarded EPC contract for Koolunga BESS in South Australia",https://constructionfront.com/2026-04-24-genusplus-awarded-epc-contract-for-koolunga-bess-in-south-australia/,News
"Payment Confirmation",https://constructionfront.com/payment-confirmation/,
"Payment Failed",https://constructionfront.com/payment-failed/,
"How to Write a Variation Order: Template, Key Clauses, and Common Mistakes",https://constructionfront.com/how-to-write-a-variation-order/,"Claims &amp; Contract Administration, Knowledge Hub"
"Contractor Variation Request Process: Step-by-Step Guide to Preserving Entitlement",https://constructionfront.com/contractor-variation-request-process/,"Claims &amp; Contract Administration, Knowledge Hub"
"Clough Awarded €116 Million D&C Contract for AGL&#8217;s Kwinana Gas Power Generation 2 Project in Western Australia",https://constructionfront.com/clough-awarded-e116-million-design-and-construct-contract-for-agls-kwinana-gas-power-generation-2-project-in-western-australia/,News
"TotalEnergies Takes FID for 1 GW Mirny Wind and BESS Project in Kazakhstan",https://constructionfront.com/2026-04-27-totalenergies-takes-fid-for-1-gw-mirny-wind-and-bess-project-in-kazakhstan/,News
"Six Consortia shortlisted for Poland&#8217;s First High-Speed Rail (Warsaw-Lodz Line)",https://constructionfront.com/2026-04-28-six-consortia-shortlisted-for-polands-first-high-speed-rail-warsaw-lodz-line/,News
"Construction Change Directive (CCD): What It Is, Contractor Rights, Process, and Entitlement Protection",https://constructionfront.com/construction-change-directive/,"Claims &amp; Contract Administration, Knowledge Hub"
"Bechtel and TerraPower Begin Construction on Natrium Kemmerer Unit 1 Nuclear Power Plant in Wyoming",https://constructionfront.com/2026-04-29-bechtel-and-terrapower-begin-construction-on-natrium-kemmerer-unit-1-in-wyoming/,News
"Time Impact Analysis (TIA) in Construction: What It Is, How It Works, and When to Use It",https://constructionfront.com/time-impact-analysis/,"Claims &amp; Contract Administration, Knowledge Hub"
"As-Planned vs As-Built Analysis in Construction: How the Method Works and When to Use It",https://constructionfront.com/as-planned-vs-as-built-analysis/,"Claims &amp; Contract Administration, Knowledge Hub"
"ACCIONA and BRK sign PPP sanitation concession for 153 municipalities in Pernambuco, Brazil",https://constructionfront.com/2026-01-05-acciona-and-brk-sign-ppp-sanitation-concession-for-153-municipalities-in-pernambuco-brazil/,News
"Impacted As Planned Analysis: What It Is, How It Works, and When It Fails in Construction Claims",https://constructionfront.com/impacted-as-planned-analysis/,"Claims &amp; Contract Administration, Knowledge Hub"
"Change Order in Construction: Meaning, Process, Pricing, Types, and Common Risks",https://constructionfront.com/change-order-in-construction/,"Claims &amp; Contract Administration, Knowledge Hub"
"GE Vernova secures order to modernize Banha and Nubaria Gas power plants in Egypt",https://constructionfront.com/2026-05-03-ge-vernova-secures-order-to-modernize-banha-and-nubaria-gas-power-plants-in-egypt/,News
"Aecon-led alliance selected for Hamilton LRT civil and utilities works in Ontario",https://constructionfront.com/2026-05-04-aecon-led-alliance-selected-for-hamilton-lrt-civil-and-utilities-works-in-ontario/,News
"Traylor-Walsh-Skanska JV wins $1.29 billion Hudson Tunnel river section contract in New York and New Jersey",https://constructionfront.com/traylor-walsh-skanska-jv-wins-1-29-billion-hudson-tunnel-river-section-contract-in-new-york-and-new-jersey/,News
"How to Write a Change Order in Construction: Step-by-Step Guide with Template",https://constructionfront.com/how-to-write-a-change-order-in-construction/,"Claims &amp; Contract Administration, Knowledge Hub"
"NEC4 Compensation Events: How to Notify Them, Protect Entitlement, and Common Commercial Risks",https://constructionfront.com/nec4-compensation-events/,"Claims &amp; Contract Administration, Knowledge Hub"
"STRABAG consortium wins €177 million D35 motorway contract in the Czech Republic",https://constructionfront.com/2026-05-07-strabag-consortium-wins-177-million-d35-motorway-contract-in-the-czech-republic/,News
"Construction Notice & Records Starter Kit",https://constructionfront.com/construction-notice-records-starter-kit/,
"Skanska wins $1.06 billion design-build contract for MBTA’s North Station Draw One project in Massachusetts",https://constructionfront.com/2026-05-07-skanska-wins-1-06-billion-design-build-contract-for-mbtas-north-station-draw-one-project-in-massachusetts/,News
"Free Variation Starter Download",https://constructionfront.com/free-variation-starter-download/,
"Download Your Construction Notices & Records Starter Kit",https://constructionfront.com/cnr-kit-access-2026/,
"Variation Toolkit Download",https://constructionfront.com/variation-toolkit-download-after-payment-2026/,
"Feronord Consortium Selected for €1.2 Billion OL32 Skavsta Rail Contract in Sweden",https://constructionfront.com/2026-05-11-feronord-consortium-selected-for-1-2-billion-ol32-skavsta-rail-contract-in-sweden/,News
"TasNetworks Reaches Financial Close for A$1.3 Billion North West Transmission Developments in Australia",https://constructionfront.com/2026-05-12-tasnetworks-reaches-financial-close-for-a1-3-billion-north-west-transmission-developments-in-australia/,News
"FIDIC Variation Explained: Engineer’s Role, Right to Vary, and How Contractors Protect Entitlement",https://constructionfront.com/fidic-variation/,"Claims &amp; Contract Administration, Knowledge Hub"
"Yindjibarndi Energy Reaches Financial Close on 75MW Jinbi Solar Project in Western Australia",https://constructionfront.com/2026-05-12-yindjibarndi-energy-reaches-financial-close-on-75mw-jinbi-solar-project-in-western-australia/,News
"CPS Energy and Ashtrom Break Ground on 150MW El Patrimonio Solar Project in Texas",https://constructionfront.com/2026-05-13-cps-energy-and-ashtrom-break-ground-on-150mw-el-patrimonio-solar-project-in-texas/,News
"Ferrovial-Webber JV Selected by TxDOT for $1.47 Billion SH 99 Grand Parkway Segment B-1 Project in Texas",https://constructionfront.com/2026-05-14-ferrovial-webber-99-jv-selected-by-txdot-for-1-47-billion-sh-99-grand-parkway-segment-b-1-project-in-texas/,News
"Jacobs Awarded EPCM Contract for Hut 8’s 1GW Beacon Point AI Data Center Campus in Texas",https://constructionfront.com/2026-05-14-jacobs-awarded-epcm-contract-for-hut-8-1gw-beacon-point-ai-data-center-campus-in-texas/,News
"Construction Change Management: How Scope Changes Escalate Into Claims",https://constructionfront.com/construction-change-management/,"Claims &amp; Contract Administration, Knowledge Hub"
"Taylor Woodrow-Aureos Rail JV Wins £856 Million HS2 Depot and Control Centre Contract in Birmingham",https://constructionfront.com/2026-05-14-taylor-woodrow-aureos-rail-jv-wins-856-million-hs2-depot-and-control-centre-contract-in-birmingham/,News
"Construction Change Order Example: Format, Wording, and Entitlement Risks",https://constructionfront.com/construction-change-order-example/,"Claims &amp; Contract Administration, Knowledge Hub"
"Caturus Reaches FID, Closes $9.75bn Financing and Issues NTP to Technip Energies for Commonwealth LNG in Louisiana",https://constructionfront.com/2026-05-16-caturus-reaches-fid-closes-9-75bn-financing-and-issues-ntp-to-technip-energies-for-commonwealth-lng-in-louisiana/,News
"Sunraycer Closes $901 Million Financing for Eagle Springs and Lupinus Solar-Storage Projects in Texas",https://constructionfront.com/2026-05-16-sunraycer-closes-901-million-financing-for-eagle-springs-and-lupinus-solar-storage-projects-in-texas/,News
"TKF Awarded Inter-Array Cable Contract for 1GW Zeevonk Offshore Wind Project in the Netherlands",https://constructionfront.com/2026-05-16-tkf-awarded-inter-array-cable-contract-for-1gw-zeevonk-offshore-wind-project-in-the-netherlands/,News
"Turnkey Meaning: EPC, LSTK and Turnkey Contracts Explained",https://constructionfront.com/turnkey-project/,"Knowledge Hub, Procurement and Contract Models"
"DESRI and Meta Sign 850MW Renewable PPA Portfolio Across Oklahoma, Texas and Mississippi",https://constructionfront.com/2026-05-17-desri-and-meta-sign-850mw-renewable-ppa-portfolio-across-oklahoma-texas-and-mississippi/,News
"Construction Contract Types and Procurement Methods: Choosing the Right Delivery Model",https://constructionfront.com/construction-contract-types/,"Knowledge Hub, Procurement and Contract Models"
"Metro Vancouver and Acciona Settle North Shore Wastewater Treatment Plant Claims for $235 Million",https://constructionfront.com/2026-05-17-metro-vancouver-and-acciona-settle-north-shore-wastewater-treatment-plant-claims-for-235-million/,News
"BC Hydro Awards Four 30-Year Electricity Purchase Agreements for 1,158MW of Wind Projects in British Columbia",https://constructionfront.com/2026-05-20-bc-hydro-awards-four-30-year-electricity-purchase-agreements-for-1158mw-of-wind-projects-in-british-columbia/,News
"FlatironDragados Advances to Construction Phase of $518M Virginia Beach Resiliency Project",https://constructionfront.com/2026-05-20-flatirondragados-advances-to-construction-phase-of-518m-virginia-beach-resiliency-project/,News
"ACCIONA Awarded €724M Sanitation PPP for 85 Municipalities in Paraíba, Brazil",https://constructionfront.com/2026-05-20-acciona-awarded-724m-sanitation-ppp-for-85-municipalities-in-paraiba-brazil/,News
briefing-thank-you,https://constructionfront.com/briefing-thank-you/,
"Edify Reaches Financial Close on 720MWp Smoky Creek and Guthrie&#8217;s Gap Solar-Battery Projects in Queensland",https://constructionfront.com/2026-05-20-edify-reaches-financial-close-on-720mwp-smoky-creek-and-guthries-gap-solar-battery-projects-in-queensland/,News
"Avangrid and Puget Sound Energy Sign PPA for 199.5MW Big Horn I Wind Project Upgrade in Washington",https://constructionfront.com/2026-05-21-avangrid-and-puget-sound-energy-sign-ppa-for-199-5mw-big-horn-i-wind-project-upgrade-in-washington/,News
"Antora and POET Commission 5GWh Project Big Stone Thermal Battery in South Dakota",https://constructionfront.com/2026-05-21-antora-and-poet-commission-5gwh-project-big-stone-thermal-battery-in-south-dakota/,News
"Design-Bid-Build: Process, Contract and Risks Explained",https://constructionfront.com/design-bid-build/,"Knowledge Hub, Procurement and Contract Models"
"Hitachi Energy to Support Akaysha Energy’s 155MW Ulinda Park BESS Under 20-Year Service Agreement in Queensland",https://constructionfront.com/2026-05-21-hitachi-energy-to-support-akaysha-energys-155mw-ulinda-park-bess-under-20-year-service-agreement-in-queensland/,News
"Thrive AECOM-Aurecon JV Appointed Five-Year Planning Partner for Greater Western Water Infrastructure Program",https://constructionfront.com/2026-05-22-thrive-aecom-aurecon-jv-appointed-five-year-planning-partner-for-greater-western-water-infrastructure-program/,News
"DOE Issues Presidential Permit for Basin Electric&#8217;s 650MW U.S.-Canada Transmission Expansion",https://constructionfront.com/2026-05-25-doe-issues-presidential-permit-for-basin-electrics-650mw-us-canada-transmission-expansion/,News
"HOCHTIEF Begins Construction of YEXIO Data Center at FunkenbergQuartier in Herne, Germany",https://constructionfront.com/2026-05-25-hochtief-begins-construction-of-yexio-data-center-at-funkenbergquartier-in-herne-germany/,News
"Fortescue Starts Construction on 690MW Turner River Solar Farm and 650MWh Cloudbreak BESS in Western Australia",https://constructionfront.com/2026-05-25-fortescue-starts-construction-on-690mw-turner-river-solar-farm-and-650mwh-cloudbreak-bess-in-western-australia/,News
"Unit Price Contracts in Construction: How They Work and Where Risks Sit",https://constructionfront.com/unit-price-contract/,"Knowledge Hub, Procurement and Contract Models"
"LS Power Breaks Ground on $2 Billion Power the Bay Transmission Projects in California",https://constructionfront.com/2026-05-26-ls-power-breaks-ground-on-2-billion-power-the-bay-transmission-projects-in-california/,News
"Smackover Lithium Awards EPCC Contract to S&B for 22,500tpa South West Arkansas Lithium Project Ahead of FID",https://constructionfront.com/2026-05-27-smackover-lithium-awards-epcc-contract-to-sb-for-22500tpa-south-west-arkansas-lithium-project-ahead-of-fid/,News
"AtkinsRealis Appointed to EDF and Sizewell C Professional Services Framework Across UK Nuclear Portfolio",https://constructionfront.com/2026-05-27-atkinsrealis-appointed-to-edf-and-sizewell-c-professional-services-framework-across-uk-nuclear-portfolio/,News
"MetroLink Launches EUR 7.3 Billion M500 PPP for Trains, Stations and 25-Year Operations in Dublin",https://constructionfront.com/2026-05-28-metrolink-launches-eur-7-3-billion-m500-ppp-for-trains-stations-and-25-year-operations-in-dublin/,News
"Cheniere Partners Signs $4.69 Billion EPC Contract with Bechtel and Issues LNTP for Sabine Pass Train 7",https://constructionfront.com/2026-05-29-cheniere-partners-signs-4-69-billion-epc-contract-with-bechtel-and-issues-lntp-for-sabine-pass-train-7/,News
"ACE Power’s 620MW Morwell BESS Receives Victorian Planning Permit Approval",https://constructionfront.com/2026-05-30-victorian-minister-approves-planning-permit-for-ace-powers-620mw-morwell-battery-in-victoria/,News
"TotalEnergies Files Authorization for 1.5GW Centre Manche Offshore Wind Project in France",https://constructionfront.com/2026-06-01-totalenergies-files-authorization-for-1-5gw-centre-manche-offshore-wind-project-in-france/,News
"The Wave Stage 1 Rail Contracts Awarded in Queensland",https://constructionfront.com/2026-06-01-beerwah-coast-connect-and-coastaltrax-awarded-the-wave-stage-1-rail-contracts-in-queensland/,News
"Skanska-Traylor-Walsh JV Awarded $1.02B Second Avenue Subway Phase II Contract in New York",https://constructionfront.com/2026-06-02-skanska-traylor-walsh-jv-awarded-1-02b-second-avenue-subway-phase-ii-contract-in-new-york/,News
